kind,text,happiness_average,happiness_std
review,Tony and Asia both need raises!!! They both were very fast and friendly. Tony even gave me a way to tweak my usual order! My new favorite location!,5.767826086956521,0.5148128642196147
review,"Oh sweet Meat..
One of my favs restaurants and truly mostly compliments to the restaurant.  It is located in old strathcona,  it is a spacious, modern and an inviting restaurant.  The king of the menu is meat and it comes in different options.  You also have chicken and pork.  It is a sharing style place so be prepared to share your meal with your friends.  Portions are good size, not very large so you do need to order three portions for two if you want to feel full.  The side dishes are fantastic.. Try the corn bread.. It is so good!!! .  Not a good place for a dieter for sure.  I have been there a few times and I haven't waited for too long or felt rushed after finishing my food.  Service is consistently good.  My only suggestion to the owner is to maybe use some sort of door to enter the bathrooms.  If you are siting by the bathroom area, the traffic is high and also you can actually peek people in it.   I have sat a couple of times around there and It felt kind of funny.  Other than  that.. Great place to eat and grab a drink.  Very causal and relatively affordable so it is recommended for a visit.  Let me know your thoughts.",5.488524590163935,0.5148128642196147
review,"With all the coffee shop options around the city of Indianapolis, Bovaconti offers several unique features that set it apart from all the others. Nestled right in the heart of Fountain Square, off Virginia Avenue, it is very accessible to pedestrians and also has ample parking for motorists. For those who would prefer to sit outdoors, Bovaconti offers outside seating with a great view. On the inside, the distinct wallpaper, ceiling design, floors and exposed brick provide a visually stimulating experience that distinguishes this coffee shop. Having gotten the nitro cold brew, I can confirm that the quality of their product will not leave you disappointed. Whether you want to grab a sip with friends, grind out work or grab a drink to go, Bovaconti is worth checking out.",5.4979,0.5148128642196147
review,The woman who did my nails kept cutting my fingers with the electric file and regular file. They treat their paying customers like dirt. There was an issue with the help color I paid $10 For. I noticed it after I paid on my way to the car. I went right back in and the woman behind the counter did not want to file it off and repaint them after I just paid $10 extra for the gel color less than 2 minutes ago. She told me if she had it taken off she would have recharge me again the $10 I just paid them. They are not losing any money at all. The gel nail polish is $10 a bottle. Essentially I just paid for a whole bottle of nail polish. Every other place I have went too whenever there was an issue they fixed it right away and apologized. This is America not Asia or Vietnam. The hard working paying customer is always right in America. After the way I was treated I felt like calling the cops because I paid for a good service I did not receive. I felt like I was robbed. I will never go back too or recommend this place. Steer clear of this place unless you want to pay more for the worst service you will ever receive.,5.4456,0.5148128642196147
review,"Love this place! When my husband and I came back from our Hawaii trip, I was sad because I knew the shave ice here wouldn't be the same as Matsumoto's. To my surprise I saw that this place open up a few days after our trip and couldn't wait to give it a try. It definitely is comparable to Matsumoto's and I'm happy that it is really close to our home. There's so many yummy flavors to choose from. You can even add ice cream with your shave ice and top it with other add-ons. Great price for huge servings.",5.568409090909091,0.5148128642196147
review,yummy times 10! no doubt some of the best ingredients. really fast and inexpensive. large size pizza for $7 can't be beat and with quality. the gelato looked good but I didn't try. next time,5.359285714285714,0.5148128642196147
review,"This location is just okay. I'm not certain if they just don't have enough traffic but the doughnuts I've gotten there over the years don't seem to be as fresh as other Krispy Kremes. I'm not a big fan, but my kid loves them. (Lamar's in the KC area are the best in  my humble opinion.)",5.363404255319149,0.5148128642196147
review,"I wish we had a Longhorn in North Texas.  We were in the mood for Seafood, but couldn't find anything more appealing than Red Lobster so we changed it to steak.  Salads were fresh, steaks were Hot and cooked exactly to order.  Nice meal at a chain steakhouse.",5.4686486486486485,0.5148128642196147
review,"I love this little cafe because they offer almond, soy, coconut and cows milk as options for hot and cold drinks!!! Personally I have never had a cup of coffee in my life but the iced chai latte's are really good. This is a great place to sit by the windows and people watch or read or chill with friends. 124th street has so many great places to shop and meet friends for dinner you can't lose by stopping here for a latte. 

The best part about the Barking Buffalo is that you can shop for handmade designer clothing for men and women and kids at the same time. So many times I have wiped my xmas list clean by one visit. I would rather shop local and shop small than give my money to the mall or to starbucks... it really makes a difference in the lives of small business owners and artists.",5.595407407407407,0.5148128642196147
review,Sub Standard store for Non Veg.  I have purchased mutton from this store. I can say Its cheating. This consists of left over bones with little flesh on it  after taking the meat for kheema. 1/4 of the pack is Fat ie the white substance and the rest is bones with little flesh on them. Mutton is hard it took me two hours to coock on a pressure coocker.  Very frustrating.,5.233333333333333,0.5148128642196147
review,"I was looking to buy a car today or tomorrow, cash in hand ready to go. So I see a car on their site and inquire about it through chat, ask a couple of questions and didn't think I would be able to see it today so I said maybe tomorrow and thanked them. The lady on the chat advised I come in soon as its about to be sold at auction.

I found out later I could stop by and notified them through the chat. This time I asked about warranties and the like and was given a bunch of misinformation. So again I thanked them, logged off the chat and then called Kia customer service and they gave me accurate information.

Once again I contacted them on chat to discuss the misinformation they spewed at me and to verify everything before I make the long drive up there. I wanted to be sure of it all because I planned on buying it tonight. In the middle of me asking for an explanation of the services and warranties offered by the dealership. The person in the chat goes, I'm sorry I just got a call from the dealership......Yes you heard right a sales agent from the dealership, just got a call from the sales department of the dealership to let he know the car was sold...Sure

Long story short, if you inquire about a car, don't ask too many questions, don't call them out on their bs, and don't ask if the price is negotiable, or the call might be randomly ""sold"". They might even keep the car ads/ \pictures up on their and other sites as well.",5.443958333333333,0.5148128642196147
review,"From the moment we entered the for today my daughter and I were greeted and welcomed in to have a spectacular experience.
Immediately after the warm welcome we got the rundown on how it all works, the options available and the icing on the cake was finding out that there were gluten-free options available for my wife.
The shop was cozy and had a very positive gone going on.
I definitely recommend checking them out and look forward to trying many more options.
I got the Jersey Devil. Delicious!",5.576578947368421,0.5148128642196147
review,Started off with a few craft beers while we looked at the menu. I went straight for the Cuban sandwich as I am trying to find a replacement for LaTropicanas excellent sandwich. This is a great choice. We also tried the Dirty Chick which was delicious. The wait staff is friendly and fast. We will definitely be back.,5.535686274509803,0.5148128642196147
review,"I was going to be in town for just a few days staying at a nearby hotel, and due to severe food allergies emailed to ask if this store by chance had rice milk and fresh fruit. They had fruit (and many other healthy, delicious, and interesting foods) but didn't normally carry rice milk, so the manager Jessica special ordered it and had it waiting for me the days I was there! How many stores will do that these days? This is a wonderful downtown grocery store and is a great place to drop in and pick up a few nutritious foods for local dwellers and travelers alike, but I am especially grateful that they helped me out and were so friendly! Highly recommended.",5.497777777777777,0.5148128642196147
review,Looking for a hard-working professional crew and knows how to keep their cool even under the most intense pressure. I'd recommend them to anyone!,5.508571428571429,0.5148128642196147
review,"I love this selection of flavors this place has. I've been here a few times now and it is consistently good! There are mini talking did you use 2 hopefully satisfy your sweet tooth. 

It is very clean, and the service is always friendly. The price isn't bad if you don't go overboard. I made that mistake the first few times I came, and couldn't finish what I had dished out.

Overall, I love this place it is in an interesting part of town , which I love to walk around after fulfilling my sugar destiny.",5.53625,0.5148128642196147
review,"Great place to grab delicious bar food. The service was a little slow, but the food was worth the wait. They have the best pork tenderloin sandwich!",5.647272727272727,0.5148128642196147
review,Great food and even better margs. Picking up curbside was easy and staff was friendly.,5.94,0.5148128642196147
review,"I started eating here when they opened down the street.  My oldest son worked for the business as a first job in high school. I have had better experiences with the food than my recent visit yesterday. The food tasted bland and was dry. Now take note, we were there at 5:30, so it wasn't at the end of a long day, this was the dinner rush. My two daughters barely finished a leg which was confirmation for me. The other note, the owner. He needs a break. The restaurant needs a break from him. He is getting worse with time. Last night as he was taking my order, I swear he looks like he hasn't changed his clothes all week. Ok, so he's a working owner, I get that, but it was to the point of disgusting. Secondly, his attitude SUCKS!!!  During our encounter, he made no eye contact, seemed bothered by my order, and at one point I asked him if everything was ok?  At the end, when he handed my receipt I asked him ""thank you?""  As he hadn't offered me the common courtesy. 
It will be a while before I consider trying them.",5.420613496932516,0.5148128642196147
review,"Great atmosphere, and location love the fact this restaurant is sort of a old garage which is its greatest charm cause garage door it serves as the window. The food was great, well seasoned and was very delicious. My server was great but there were only two of them so we waited a lot longer than expected. Overall great food.",5.555471698113207,0.5148128642196147
review,Staff was very unfriendly and most of their yogurt machines did not work. Can get better yogurt from the gas station!,5.3875,0.5148128642196147
review,This place is probably the best holiday location in Florida! The manager was very friendly he gave me an upgraded room for no extra charge. The pool was great. The beach is walking distance. The rim was very large and very very clean. This is a resort not a hotel. I would stay all week here if I didn't have a house booked. I will definitely come back,5.609830508474577,0.5148128642196147
review,"Not impressed. The food is decent, not so great. You get some value for money only by ordering buffet. We ordered two vegetables and both had same gravy... Not good.",5.371818181818182,0.5148128642196147
review,"I showed up on a Sunday morning. The menu and options are amazing but the store execution is poor. 

First if they are not serving nitro ice cream for the winter then they should take it off the menu.  

Second they have really great espresso equipment but did not have a barista working that could use it properly....steaming the milk for a latte is a skill and I heard glub glub instead of tearing paper....the resultant latte taste confirmed what I heard.   Suggestion...take a barista class. 

The interior design was great and props to whoever did it...but it is not being maintained and is dirty.  Blue painters tape holding the bar together...really?  

The ranchero omelet was amazing.  Loved it!!!

Anyway great business model but execution and maintenance was poor.",5.449611650485436,0.5148128642196147
review,"I gave Home Hero 4 stars instead of 5 because they did not come out and estimate the cost of the job. They gave the estimate from photos I took with my IPhone. So they mistakenly estimated the job for the wrong room. However, I would give Randall, the handyman who fixed my exhaust fan in my laundry room (not the bathroom) 5 stars. He took a job that was difficult and with patience and smarts, came up with a perfect solution. I would hire him for any job  in my home. I have already told 2 of my friends in the building. Thank you Randall for a great job! Diane C",5.5613186813186815,0.5148128642196147
review,Every single time I eat here I always want more. The meat just falls apart and the flavor is all there. For convenient barbecue it truly hits the spot.,5.5752,0.5148128642196147
review,"The sushi was pretty good, but just not the best that I've ever had. However, the food cooked on the hibachi grill was amazing. Our chef put on a great show, was very humorous, and made sure to engage us in the experience. If you want a dinner and a show, this would be a great option. Great food and a great staff.",5.756923076923077,0.5148128642196147
review,"I find myself wishing there were Hubbard and Cravens all over the city! There are days I go out of my way to get a drink from them, and it's always worth it! They have tons of seating and tables so it's the perfect place to get work done or meet with a friend. 

I've had food from there once, it was a breakfast sandwich and it was pretty good. Mine had a lot of sauce on it though. I'm it sure if make anything in house or not. But I would eat a snack from there again! 

In my picture I have the ""Passion & Desire"" tea. I am normally a latte girl (I've loved ALL the lattes I've gotten from here! They keep me coming back! Full of flavor!)  Anyways, back to the tea, ha! Sadly it was just okay, it was a green tea but didn't have a ton of flavor. The flavor I did taste was a little fruity. I think if It were served over ice I would have enjoyed it more, I'm not sure if that's event a thing for this kind of tea ha!

Overall, it's one of my go to spots in Indy when I am meeting with friends, working on something, or if I just want to get out of the house. Check it out, i highly recommend a latte.",5.527083333333334,0.5148128642196147
review,"Highly recommend. My party and I came in around 5 and where seated relatively fast. It was very busy but they distanced us fantastically. Our server Morgan went above and beyond with her service, recommending her favorite dishes and helping us decide what to add to our dishes. I will definitely be coming back and requesting her section when ever I am visiting.",5.629433962264152,0.5148128642196147
review,"Always delicious and on the rare occasion it isn't, they go out of their way to make it right. Food is downhome country good - and the biscuits and jam are amazing! Good food for everyone. If you don't like slightly (or moreso) spicy stuff, try the sloppy joe! YUM.

PS Darn good Old Fashioned!",5.6295,0.5148128642196147
review,"Went there for lunch with a friend.  They were not busy.  My friend ordered a turkey platter.  The waitress forgot the cranberry sauce, but we couldn't get her attention and gave up trying.  I had water, but was charged for a soda.  Mindless service.  The food was mediocre.  Will never return to that place.",5.295609756097561,0.5148128642196147
review,"Came here for a quick breakfast before our paddle board tour. Awesome bacon Bloody Mary, food portions were good sized and decently priced. Service was excellent (thanks Shane!), and quick walk right across the street to the sugar sands of Clearwater Beach!",5.713125,0.5148128642196147
review,"After nearly 3 months of numerous phone calls and e-mails we finally recieved all missing items that were promised at the time of sale.

-------------------------------------------------------------------------------------------------------
Special Note: I was told on the phone by the salesman when we called, yet again asking what was going on with all the missing parts that were part of the sale, that the car goes through a multi-point inspection before it's put out for sale.

There were so many things wrong (see list below) with this car that were COVERED 100% UNDER WARRANTY when my daughter drove it home that it's my opinion that it never went through these inspections before being put onto the lot.

Spare key didn't work - Fiat's require special keys that have to be programmed

A giant bubble on the paint between the windshield and the sunroof

Passenger seat was broken and wouldn't fold up to allow a passenger in the back

Trunk pull was missing - this was a big problem since my daughter is very tiny and couldn't reach it to close without jumping.

Shelf in the back of the car had broken brackets and the shelf itself was completely gone. (not covered because the entire shelf was missing)

NOT covered under warranty - HUGE rock chip on the windshiled in direct vision of the driver. There's NO WAY this would pass an inspection. We paid to have this fixed ourselves.
-------------------------------------------------------------------------------------------------------

Since she had driven over 2 hours each way to buy the car at this dealership it was extremely disheartening to have to beg for things to be made right, because it wasn't a close jot back to the dealership, and it took a post on Yelp and an e-mail to the president to bring any type of reconciliation to it.

WE ourselves brought the car to a Fiat dealership to have all the warranty covered issues taken care of. An hour drive each way.

I would suggest to anyone wanting to purchase a vehicle here to inspect it very closely. You may not be as lucky as we were to have so many of the things wrong still be under warranty.",5.277508196721312,0.5148128642196147
review,"I am excited to say we have  a little gem in Warrington. 

 Hot Black Tea and fresh crispy wontons  delivered to our table as soon as we sat down!! Something that we love especially on a chilly rainy night.

Delicious  Wonton Egg Drop soup!! 
The lunch specials look amazing. I will check it out next weekend 

Great sushi !  We had the Warrington Roll,  Angry Dragon Roll and Volano Roll. Love them all. We will be back to try the others so many to choose.. 

Our server Michael was very nice and we enjoyed our conversation with him.. 

The owner/chef came out to say hello when we were leaving. Very NICE.

I see two negative posts on here??  I am wondering why. Maybe other businesses nearby are a little nervous.  They should be..",5.671028037383177,0.5148128642196147
review,Yummy food And I would definitely go back next time hubby and I make our way back to New Orleans.,5.845263157894737,0.5148128642196147
review,"Had the Tikka masala with lamb meatballs and the taste was just lighter than we're used to. I've been to the Choolaah in Cleveland and Pittsburgh multiple times and it didn't taste the same. It wasn't as rich as I'm used to.

Update!

I have a been meaning to re-write this review so here goes. We went back with a couple of friends to try it out again and I don't know what they did, but the magic was back. Even tried their salmon and it was awesome. Way to go guys!",5.366753246753247,0.5148128642196147
review,"I have to admit, I'm a bit put off by the four stars this place got. It was fine, nothing wrong with it really, but also fully in the ""Meh"" category in my book. Parking is a nightmare, and the speaker shop next door didn't help much, with the cars in the lot testing out their new speakers, blasting the bass so loudly the plates were moving across the table. Then there's the weird booth smell, and yes I'm complained about this before at other places, but seriously, who wants a weird chemical smell assaulting their noses the second they sit down? I wouldn't go back, especially with so many other sushi places to try. Started with Miso and edamame. Too much salt on the edamame, and the miso tasted like it was made from a powdered mix, which is sacrilege in my book. I can make better miso soup from scratch in my sleep. And I'm a white chick that can barely cook. The sushi was fine, I mean I freaking love sushi and even poorly executed sushi is tasty to me, I'm not a sushi snob, but the rice was pretty tough and kind of chewy, and that's another key.  If you can't get your rice right at a sushi place, you might as well close up shop. The rolls were big, yes, but kind of random and messy. Got a variety of rolls, including a caterpillar and a Hawaiian. The eel sauce was really thick on those two for some reason, and seemed to congeal on the plate, so that when I tried to pull a piece of sushi across the sauce, it had the consistency of elmer's glue. ew. I mean whatever, if you want to drop some sake bombs and fill your belly, while enjoying some sweet bass thumps rocking your booth, this spot is a treat. All I know is throughout the dinner my friend and I were looking at each other with our eyebrows up the whole time, as in ""WTF"", and the jank factor was pretty high.",5.364412811387901,0.5148128642196147
review,Sharrott Winery was our savior. Valenzano Winery has completed screwed over a 15 girl bachelorette party and Sharrott was more than happy to accommodate. Natalie was an absolute sweetheart and we couldn't have been happier with the change of plans. Cheers!!,5.512142857142857,0.5148128642196147
review,"This place never disappoints. Juicy think burgers, stuffed burgers, lamb burgers, if your craving a burger this is the place to go. The locals rave about this place constantly. They do take call ahead orders if you just want to enjoy it at home. Either way, you will be glad you went.",5.510975609756097,0.5148128642196147
review,"I don't know what others are talking about when they say they weren't pleased with their experience.  I had lunch here today, and it was fabulous!  I had the half rotisserie chicken, greens, and slaw.  Everything was awesome!  The chicken was tender and juicy with a yummy crunchy skin.  You could even see the real herbs used to season it.  I am suprised that no one has commented on the fact that Stone House is a gluten free friendly restaurant.  Even their cornbread is gluten free!  Since they make all thier sides home made, there is no risk of additives and crap that you get when going to a ""chain"".  The service was great, and they were more than happy to answer any of my questions about ingredients.  In fact, pretty much everything except the sandwiches and mac-n-cheese is gluten free.  My new favorite BBQ place!",5.50295652173913,0.5148128642196147
review,"I got the portabella eggplant panini.Delicious,especially during this lenten season
Garlic rolls and sauce.YUM
Gatorade
Love this place.My new go to",5.7457142857142856,0.5148128642196147
review,"We were craving some southwestern egg rolls so after a quick shopping stop at Tyrone Mall, my son and I stopped in here for dinner. I got kind of lost finding the restaurant, it's located down a winding road off the main road (I thought I took a wrong turn but nope! Just keep driving down and you'll see it!)

Greeted and seated quickly. Manager on duty was very nice and attentive. Our server was friendly enough. Not the friendliest, but she seemed busy so eh, whatever. My son ordered a kid meal and I ordered the mango-chile tilapia. It came with some rice and broccoli. Ok flavors to the fish, kinda sweet and spicy but I wasn't like ""MMMM this is sooo good!"" I would not order again. The southwestern egg rolls and molten chocolate cake always taste the same no matter what Chili's you go to lol.

This Chili's location has those self order and self pay touchscreens at the tables. You can reorder drinks, food, and pay your bill at the table without waiting for a server. I ordered dessert from it and paid our bill through it.

Overall, a good Chili's experience.",5.4049681528662425,0.5148128642196147
review,"Awesome.

We've been customers of this store for most of their 20+ years. I have some lovely pieces in the living room that came over from England in various shipments... sadly, they don't do that anymore (seems the dollar is down and shipping costs are up)

Still: Lots of good older wood pieces, stained glass panels and various chairs and even some jewelry.

Prices are affordable and they buy good pieces readily.",5.398620689655172,0.5148128642196147
review,This place is amazing! Did the Office first and then our group was addicted! Just finished the medieval room today. Got out with 6 minutes to spare and only 1 1/2 clues. Definitely recommend this place! Cristian was an awesome host!,5.474838709677419,0.5148128642196147
review,I ordered thw BOOM BOOM shrimp... it was just the right size for a first quick eats to start our vaca.  Husband got the chargrilled oysters and he enjoyed them as well.,5.613846153846154,0.5148128642196147
review,"This place is delicious. It's a cute little cart, relatively inconspicuous compared to the nearby Cheese E Wagon. The guy there, Zbigniew, takes his time- they don't take too long, but they take a few minutes. It's absolutely worth it, though. I had a breakfast crepe (at 2pm) and it was fantastic. I'm definitely coming back. Love this place.",5.444761904761905,0.5148128642196147
review,"Stopped in for breakfast while visiting NOLA. The wait was about 45 minutes, but it was expected. Ordered the pancakes and order was enough to share with hubby. Service was great.",5.239199999999999,0.5148128642196147
review,food was really good but after we were sat down(in a pretty empty restaurant) we didn't have a server come up to us for 20 minutes so I had to ask a nearby busser for a waiter. But after that everything was good!,5.3983783783783785,0.5148128642196147
review,"Um, yes please! Santa Barbara knows how to do authentic Mexican food and Los Gallos is no exception! 

The food here is delicious! I had a special, corn tortillas topped with carne asada, peppers, mushrooms, onions and cheese. The tortillas were definitely homemade, thick, soft and wonderful! The meat was tender and juicy. 

I had a field day at the salsa bar with the great assortment of homemade salsas. 

They also served my meal with fresh chips and chunky salsa! The service was incredible! 

I love this shop and highly recommend it!",5.7229230769230774,0.5148128642196147
review,"Was there today, with my friends from the 173d ABN. Great place for everyone very friendly to the veterans. Very friendly staff and very professional. Food was outstanding. Thanks !!!",6.004347826086956,0.5148128642196147
review,"This is a sandwich shop located inside of a Chevron gas station. I ordered a small sandwich. On their 'menu board' the sandwich normally comes with cheese,  and no veggies on it. I asked for no cheese, but I requested lettuce and pickle on my sandwich. I was charged an extra 35 cents for both the lettuce and the pickle each. The lady working was not very nice about it either. My small sandwich and 2 small bags of chips (2 ounce bags) had my total at $13.00. My sandwich although not bad tasting certainly was nothing special. At all.  I will not be returning. I also will not recommend this place to anyone.",5.352134831460674,0.5148128642196147
review,Always an amazing meal. We always arrive early so we can sit at the bar/by the fire for a pre dinner cocktail. The Dillworthtown Inn is fine dinning that's still comfortable. You won't find any place like it!,5.651612903225806,0.5148128642196147
review,I love when I can plan a day to come to #pmtstampa because I know I'm going to spend some time relaxing while immersed into the best scalp treatment EVER! The learning leaders do an amazing job guiding their students through various applications of treatment. The students are always so friendly and accommodating! Couldn't ask for better treatment at an AMAZING price!,5.6890909090909085,0.5148128642196147
review,"Part of the Stephen Starr family of restaurants, Jones is a nice casual joint, complete with friendly Lacoste-clad staffers serving up tasty comfort food.

Despite the tempting market salad offering ($14 for all the toppings you want), we ended up splitting an appetizer (tuna tacos) and ordering a pair of entrees (brisket and pork special).  Although all were tasty, the pork entree (served with a zesty demi glaze and delicious cornbread stuffing) was my favorite of all the offerings.

Our server was terrific and the comfortable ambiance was a nice change from some of the more upscale Starr restaurants in town.",5.682,0.5148128642196147
review,"Just played there today and the course was in great shape. The Superintendent was actually on the course and apologized for the two greens that were aerated while he was watering them personally. The other 16 greens were incredible, the sand traps were nice and the sand was very playable. He said he is working hard on many updates, looking forward to this summer. He said many people complain about the gravel parking lot. Funny, I think it looks very Colorado and upscale. I don't care where I park, I care about how the course and greens are. If you want everything perfect be prepared to pay over a 100.00 per round. Nice Job Far Oaks.",5.427096774193549,0.5148128642196147
review,"I've been coming here for over 10 years. Originally on Moana, the newer location has a good view of downtown Reno. I would suggest the nightly risotto special; it is different daily but always creamy the way risotto should be served. It's safe to pick any of the other nightly specials as well. All will be good. The owner/chef is from Italy and knows how Italian food should be served.",5.492075471698113,0.5148128642196147
review,Friday night in Philly. Walked down main street with all the restaurants in the street but didn't have reservations. Walked down the side street and found this place. Sat outside. Had really good fish and chips and beer! Yum! So glad we found the place. I would recommend!  Very fresh fish and tarter sauce!,5.63909090909091,0.5148128642196147
review,I go here a lot and it is a very busy store. They do have a good section of gluten free products and allergy friendly foods which is a plus. (My son has food allergies) Although their seafood section is gross. I bought shrimp here on two different occasions and both times they smelled God awful and we're slimy. They definitely need to be inspected because I don't think they are handling their seafood properly. Do not but from their seafood department.,5.535757575757576,0.5148128642196147
review,The food is excellent here but the service was pretty bad.  I get better customer service from McDonald's.,5.88,0.5148128642196147
review,"This was a fantastic restaurant.  The service was great and the food was even better. I had the tawook plate which had marinated grilled chicken, lightly seasoned curry rice and delicious hummus. This place cannot be beat. I was throughly impressed. Don't forget to start or finish with an Arabic coffee.",5.427567567567567,0.5148128642196147
review,"Went here for the first time and it definitely won't be the last. Everyone was so kind and friendly and the food was fantastic! My husband got the spaghetti and added chicken and scrapped the plate clean. I opted for the mushroom risotto and it was fantastic. My one daughter got the grill cheese and loved it. We stole a couple fries and were extremely surprised and how delicious those were as well. My other daughter got the cheese pizza and it too was good. No complaints with anything! 
I finished with the Orange Creme Brûlée and it was delicious. We all will definitely be back!",5.606966292134831,0.5148128642196147
review,"Stumbled upon this gem driving through winterburn, the sandwiches truly are a work of art! I will definitely be back!",5.602857142857142,0.5148128642196147
review,Solid place with delicious food and atmosphere away from the typical French Quarter destinations when visiting NOLA. Went to NOLA on business with four other co-workers and one of them recommended checking out the Garden District. What a great change-up with many great shops and different types of restaurants when compared with the French Quarter. I did a four taco combo which was about two tacos more than I really needed but in natural fashion I ate all four because this place is that good. All co-workers ordered a variety of things and everything was outstanding. A must eat place when visiting NOLA.,5.6039130434782605,0.5148128642196147
review,"Really good meal tonight.  Friendly staff.  Will plan to return!   The hanger steak was great.  Loved the collard greens. Bengiets were slightly overcooked, but the sauce was very good.",5.778947368421052,0.5148128642196147
review,"While the decor is straight out of a movie and the people sitting next to us definitely talked like some connected operators, the food was just so-so. Admittedly we went right as kitchen was wrapping up, so excuse the fact it wasn't really hot, it just felt... overdone in a bad way. The gumbo roux was really dark (almost burnt). The bbq on the shrimp and grits was too sweet. The shrimp were actually too big that wondered if the thick middle was cooked all the way... that kind of thing. $30 for shrimp and grits, but you get $1.50 Bloody Mary's with it, so that's a win. It's also on a crowded and kind of crazy street, so... meh. It's good but not great and New Orleans has a lot to eat.",5.364368932038834,0.5148128642196147
review,"Came here to meet up w/a friend for breakfast.  They have 1 way entrance / exit but do not have people abide by it.  Masks are required.  You can place your order @ the counter or @ the kiosks that are available.

We were the only customers when entering --- were not given any greeting at all; just a cashier that was staring at us to make our order.  We opted to place ours at the counter since we wouldn't have to touch the kiosk screens.  The clerk had an immediate attitude so maybe she was having a bad day or clearly not a morning person, but please don't take that out on the customer.  I ordered the bacon, egg and cheese w/no bread -- she asked how I wanted my egg to which I replied stating over medium.  In a snarky voice she says ""we don't offer over medium, we only have scrambled or over easy""....so I say ok, over easy then.  I check out and wait around for my name to be called.  When choosing a table, there were a few that we passed over because they were dirty w/crumbs or watermarks from beverages which indicates that they hadn't wiped down the tables after diners left.

Now the food -- my name was called and I went up to the area to pickup.  I looked at my food and the cheese wasn't even melted on top indicating that they didn't even warm it up!  I asked the girl to please melt the cheese so she took the food back and placed in the warmer -- asked me if I wanted my bacon warmed too to which I was like yes, of course.  The food was ok, no complaints but I have definitely had better.",5.372644628099174,0.5148128642196147
review,Literally my favorite matcha in all of AZ! The employees have always been very nice and efficient as well!,5.8675,0.5148128642196147
review,"Great place to start for all your paper needs.  Invitations, cards, or card stock, you can find tons of options here.  My fiance and I met with a member of the staff here to look at save the date options.  Prices may be a little high, but you're dealing with people who specialize in paper, so you're in good hands.  Even if you don't purchase here, its a great place to gather ideas to begin your search.  Stop in.",5.564307692307692,0.5148128642196147
review,"Last night we experienced the medical care that AEC provided for our beautiful Cavalier King Charles Spaniel.  Upon arrival, the assistant assessed Cadence immediately and swooped her up to the back offices to begin oxygen right away.

Although our sweet dog did not survive her illness, the emergency care provided by Dr Stacie Lund and her highly skilled assistants was both efficient and caring.  They explained every step of Cadence's treatment including the costs.

Dr Lund was frank and honest with us about the seriousness of Cadence's condition.  She was so very kind and compassionate during a horrific time in our life with the loss of our life.

Thank you Dr Lund for the superior medical and compassionate care.",5.5821505376344085,0.5148128642196147
review,"I ordered delivery tonight and got a confirmation email at 7:40 PM.  It is now 10:50 PM. Still no food. I called at 9:45 asking where it was and the woman wouldn't even look up the order, just said it's on the way. Now I call and then phone is turned off. I will be calling tomorrow for a refund and will never be ordering from here again.",5.408,0.5148128642196147
