user_id,business_id,date,compliment_count,text,kind
hjyO6kdoXDa3ACCCXnnxyA,VRbgrqNCR5914pV-KWBwYQ,2016-12-21 17:26:41,0,Amazing value for impeccable premium cut with great attention to detail.,tip
sZ-NNoBRm9T3fD7-IEitvQ,ZDdNEwBENLXBT3jjQD5STQ,2012-12-14 18:24:24,0,Few seats but so worth it!,tip
cfNUQS5W8yjuHg_DqE2P6Q,Sw7qcWQ5_iOUjBZMhSxyOQ,2011-07-15 17:20:50,0,Love the rustic dining room!,tip
glwcK1VMaZGat5nKS9DZ-w,eLrLn5vr05GEOhJgREUpmw,2016-10-07 14:59:54,0,Great ice cream!,tip
9PiNFHTFxEuBuW0hf-wqJA,dBRvtW3viFzmEq-eJsFy-g,2017-07-25 01:12:06,0,"Absolutely delicious  
So excited to have this restaraunt in the area!!",tip
yJkVxqYKqMgiS5k-pTmfkQ,v264RTsTSNmHiQ8RYuWZJQ,2015-05-17 17:30:52,0,Great Food!  Very Clean.  Watch Chef prepare Food.  Generous portions.,tip
K9hgO8sDYsu2Yxm0Oigg7Q,PY9GRfzr4nTZeINf346QOw,2011-10-27 02:19:06,0,Roulette!,tip
0G-QF457q_0Z_jKqh6xWiA,q4J6N6W6TrMXbtBAdTPZew,2013-02-04 17:12:07,0,Sublime courtyard seating... But be sure and make reservations if you want to sit there...,tip
LR4cwvqDV-W0jsO1OqHBpA,UwoXULD48jEfZjBlc4xGzA,2011-03-16 18:06:33,0,Awesome so far! Great service! Chips and salsa are yummy!,tip
4ON5vnotC-D5mLwwqkYK6w,q4AxwoWQs6rk2nkWJuYZIA,2020-03-01 22:08:01,0,Bomb!,tip
xWmYN57XXZbg0LOK8WbbFQ,Ei5HBqe012ImhqEr2ZH2gg,2019-06-03 20:08:28,0,Great day for a pie! Monday special,tip
qL0LLqIipzbzdCPEBVi8Og,vB6RTjuDxOlfh6xWegVt0w,2012-06-29 02:34:43,0,Awesome place just if u come here after 9:00 pm there is a very limited menu which is very unfortunate if u wanted some pasta but other than that pretty decent,tip
UJJFLUq9PY8uzzM0-9kiiQ,HNMN7NhEvA64Z0FDEA2Twg,2015-06-20 20:27:31,0,Good spot if you're in a hurry!,tip
7tODwhb1OeCOcU9mpuuBZQ,UQMUtySn2q9cSObiw5UVsw,2010-12-29 02:24:46,0,Great place for comfort food,tip
9JbcbZ4WlVxr9xnfu1sI3g,aM3gFY8Eq2KJuvNBlGPJEA,2012-03-27 03:27:01,0,Vegan food prices are better than Schnucks.,tip
1ypK74Sr0QmsJ8IZG8v0cQ,6x6rR-SErwOo3xF2AzXVHA,2011-07-15 23:34:08,0,Seeing Clerks under the stars at the IMA Summer Nights series. Perfect weather and wine... Perfect night!,tip
GwWMy_oLgVLHgIHxkYHp6A,NCzKKh6npVeq-AvlJnGh3w,2018-12-05 00:08:09,0,Always good service and good quality food,tip
1L-CT-WlFvy374ifjJF40A,97SR7RQPL02t5J41UcZ4SQ,2015-10-31 15:46:15,0,Cold pizza and I live a block away.,tip
sleT_f1YeYOkRVx6YXYpSw,zOUJMkPQ_TCY9lb9pDNrbA,2011-03-10 00:23:21,0,Chicken tortilla soup is great!,tip
rpUOaLv_7QkDeFQSZMZhOg,OGxVv39sAZ9SI0sDkt0zbQ,2011-12-20 23:16:06,0,Big Fun...Not!,tip
1TV-7yclhxvz1YjMEXceng,FKgkGKRJYppEGCYuK_DOGg,2013-05-25 02:14:19,0,"After four visits, I have to say the bartenders all are exceptional!  Their knowledge of beer is exceptional!",tip
h1AFskwV40pcYdFoEHqYYQ,Go-vuNoQ64pojSRJ580SJQ,2013-12-12 05:08:12,0,Live music here!,tip
MZ1ENDsMhhwCCoF_gTXlYw,ZY2feSm2sc5nTXYHnKpMGQ,2015-03-20 00:05:57,0,Great happy hour specials on local beers...1/2 off!  Good deals on food too.,tip
V8OkGmXpfw845R_e-Q_FZw,vHs6BbGfm1O55iea5DsXTQ,2015-10-01 02:56:17,0,Excellent food excellent service I plan to become a regular,tip
lAW03ccfMEuRZiDqvVgc0w,My63Hd5kYboH73VNS09YFg,2014-09-15 02:55:32,0,They have flowering tea!,tip
njcXFGqIuSp-_joP42MhxA,JWqbjm0wtbbciu_Gb6Eqyw,2011-03-26 17:05:16,0,Corned beef bites...review to follow...,tip
CYtKqfxO78q8MN6HX2JnDg,QpyvUColtSYH5VtkcrN6Xw,2018-06-16 11:09:23,0,"Diners, Drive-ins, and Dives",tip
hYPVPwbAdcaPeqJ2N_PAcA,wLV_IZfy6nrNbplZ5sHJKQ,2012-04-05 19:01:24,0,Gluten Free Pizza & Gluten Free Beer here,tip
2IA1Wc_dfwIlI5kWlgss2Q,UxtQd1lQ96W49oMaVVFunA,2013-08-09 16:27:33,0,"I study here a lot. They do not have wifi. You can access the hotel lobby network from only one table and it is very unreliable! But, that makes me more productive. So I keep coming back!",tip
b0hSrmGEWxI7SkB4LtAb8Q,snUVnBq0zDHyDAk8oKxqxw,2011-12-19 16:42:41,0,Taco Tuesday. 25 cents,tip
roGoHGWTkYrerml4wr6Wmg,JSy4YZ0HkvMOohyGMIrPNQ,2016-08-27 03:36:35,0,Real deal Mexican food. Do it. Do it now!,tip
KOkUVkUtD5dnrTE0mlv1Gg,ruE_DRE6fTIE6who59hdfQ,2018-06-08 23:22:25,0,Great food and service.  The  flaming cheese is awesome. Shevelle ROCKS !!,tip
O4CBAPwJQ_43KbqArpFxpQ,OdIBX09glfXNVSyd0RnIeg,2013-10-10 17:22:10,0,Third time here (first visit was in Jan 2001). Very disappointing experience :(.,tip
80TPhV1T453sMh5gicGdog,ToXXzuswqzq1gRq1wbFdiQ,2013-06-15 23:06:56,0,Philadium then the stadium,tip
OUx0QajMp3-Zf_5cKzVKug,g7WfbAnXnMVXVNcc0SBM3A,2011-04-14 20:37:49,0,"Great sale on NUUN active hydration tabs.... As usual great sales on everything. Quick process, friendly staff. Thanks!",tip
tW1WRy50Eb7nNiogQMIjbA,iwmW2mgcn2YdirXUHCsgXQ,2017-03-17 00:50:30,0,"Great Oysters, awesome Bourbon choices, friendly service, no line to get in.",tip
S8PKoMOb8tZV62v3KWamSw,ZErw_GdF6YdQS18OUrVZTw,2012-12-21 02:50:44,0,"If ordering mashed potatoes as a side for a child, ask that they lightly season them. One six year old did not like the ""fancy"" potatoes.",tip
u3lFdzo8bvtGxXZGegbuow,atZ_olNKXOG4rEr6mccN8g,2017-08-24 17:01:16,0,Great donuts. Must try if visiting town.,tip
xzDN9xMvkwnka2aC6mguxw,JFq-C0k28iKmWdJRWA6RDg,2013-02-10 15:06:41,0,Avoid this place like the plague. Sketchy people and stupid doormen. It's never a good time,tip
U9OfVAE9XAT0VwvgHDftFQ,RwOV1rfT7vA1qw8vgf-yBA,2011-03-26 18:35:59,0,"They don't have Dew in a can, only draft.",tip
vTWyb3WgKHZk4EnLsZfrBg,Fy1fQN9A5q7VXUHMdDttZw,2011-02-24 17:30:11,0,Anywhere that has a diet soda selection besides coke or pepsi is ok in my book.,tip
JLFVs5GbtFJrrG5UVW0bOg,J2Jl-zmU7bjKsc9JZ65c-Q,2012-12-24 17:14:02,0,Waiting for hot bagels right outta the oven,tip
WwaO4ziW19HnXRJQB7eiag,XwElaqpvIW70qJVCqpVubw,2020-02-15 23:09:15,0,Valet parking in front of restaurant is free,tip
yBqqg37Y3cZcJ1f6bvlNEA,itGrB95ZAPW5LaWxsLNy4g,2012-04-01 08:15:28,0,Rude and lame,tip
V2H3tM27uWHBy0N9YXh1sA,oZ9DSo4FCPcxE0bjgPRk5A,2013-08-21 15:54:57,0,"Always bring cash. They accept credit cards for services, but only cash for tips.",tip
0R73tj15KQ07jkxpt-kg3Q,7sNKCi0aCm8_q5I1gb67ig,2014-05-25 00:05:33,0,"We had a reservation and had to wait for 30 minutes.
No one offered a complimentary drink let's see how dinner is.",tip
4KBbXw57zooWdQrksUSaGg,aI3B47Y_AUYFP5K5JAYrlA,2019-03-04 22:48:19,0,Excellent!!,tip
I4hf2x_Iq4gC_AirrTO1fA,e3Y3hDpwHc9RmQlJtIgHuw,2013-08-02 21:58:06,0,Best restaurant in Philly.,tip
QOVyUmxWv3n48jyedtS9IA,60PRpOidld9weYzjWwlMaQ,2013-01-27 19:29:54,0,Amazing glutenfee pancakes... right im the middle of the farmers market,tip
FXW16a1QddonpF-h3NtxPg,0RmN5d21noHAkiDYL0j5Xw,2013-03-07 23:16:41,0,Roast Pork is a must.,tip
BFThwUDHpdq1QUcAb8Zp6Q,xfSI7F7QjHqWLvUnF7Gp5Q,2019-10-22 01:38:25,0,Uncle bills,tip
MsROcCWkGQ9pkx9kzzVfcg,nB0dV8yPv29F3-CFMPG8cw,2016-06-12 04:16:50,0,So sock,tip
ytVmlzPyRTMyhtjKTxJb7g,HuawlT4tXzCXL8ftyvCZ0Q,2016-02-24 14:21:16,0,Great Father's Day brunch,tip
eEVD5d1l4X24DvQOZC_z4A,eIlQ3sogFgBsLObvrYbYLg,2019-08-15 14:05:09,0,Yummy !! Always good food here,tip
IR_IU12_6fQNRt7CqsH0lw,fN17POyxijqDNBBe2UGZkA,2015-04-20 00:45:08,0,"Excellent service, the food was fantastic and the portions were impressive.",tip
J9h4-AG2a_TQzUj6vm0o4w,woAHqun9kl4U6HuJUeRqCw,2011-06-01 16:59:33,0,"Got my order wrong, but overall good cheesesteaks.",tip
1Dedik6TZMv2PPp6qQ0TrQ,Et2yOijYQbWyR-mE0-z40w,2017-12-01 02:57:09,0,"Some of their happy hour items(3-6PM): select nigiri for .99 cents, select specialty dishes for $6, and 25% off rolls $9 & under",tip
7dnh9OrD8LekBwvachGH5Q,Eb1XmmLWyt_way5NNZ7-Pw,2014-07-05 00:00:39,0,Looks dated.,tip
PSUX5GHMHgfUWA_rIvdCeA,V_-Z5oVPM37sycnxpWHHsA,2017-07-02 19:22:21,0,Tried to call local number # been disconnected,tip
6BZMGaiBMQSZ639VfjbVaA,B_q2xoAgTyn6U4YNEc3kSw,2017-02-26 19:42:31,0,Yelp says weekends open at 11:30.... they open at 11!!!,tip
YK3Hg_GOKlf0RMFr6edRbA,VblfPP6EwV70ldrztBHA1A,2021-09-26 20:53:55,0,I from Chicago so did like hot,tip
b6eI8LlOkCJTjIjWA9RgWg,McQo2QJGt1BI9oPu6KLDjg,2014-03-10 17:57:42,0,Go on a Tuesday. You'll still have access to their weekend shipments of food without the crazy weekend crowd.,tip
NITZViTUDL5K6nruYrrHUg,aREOVt958pzJsuNmX1-LUQ,2016-11-03 22:30:12,0,Always at least consider the daily special,tip
2-emzYMEFFSOcEBF6B-0NQ,vR9SKMvXCXyrl6u5ouWHBQ,2016-09-10 02:09:20,0,Call ahead,tip
YUj2Yuoasug41TP1c5W57Q,2MHNvEPEGxvBxZLXM5ESpg,2015-01-03 04:00:58,0,Really good! This was my first time here and I loved it. Some good veg options too.,tip
3Zx7qIUyb01edjkRB0rsOA,mAgjr6kjRqCFk8JWPvobuw,2017-08-13 06:35:46,0,I wish I had a dance place this amazing at home,tip
VruFXpOdgzrW-ZGElGcVPA,V83KkmOgTx_h1LDA_A1kow,2013-04-22 02:24:24,0,Best Korean Restaurant in town !!,tip
sLgekUp1uedWpnDsztvkVw,xfSI7F7QjHqWLvUnF7Gp5Q,2018-03-01 22:45:13,0,Picking up my husband favorite!,tip
tQ6HM9ldSsYbuPugPUr-gw,I0gSLthWBsiUPzBft_CZ9Q,2013-03-25 21:27:37,0,Go Dave go,tip
fCvMnJU1Z-XhAjKg99wK3Q,6lsloi10XeIajKJq2zgXcA,2017-12-06 01:06:03,0,Next to Target and McDonald's.,tip
XGDWVXtB8p6rKhJEG0S_zg,pZRjFyceo_pa8vQo3oLXlw,2020-03-05 01:13:22,0,"Cooked 2 perfection, either soft or crispy 2 ur order",tip
b_1LJQVNVO0ksCeWsEzRsg,oXv6OBcegYxmqs_PxOSE-Q,2017-06-04 18:56:17,0,Now open!,tip
U-ikfvFUfFr-tS3H9jEYDg,YC0XzFrdF30HBOTqBJtkpw,2019-09-14 01:17:43,0,Awesome place,tip
w4e1cRVhg0SuYkzC5vFEWw,tD9g9w8lGhNzZaSDTIuAOQ,2016-12-10 00:52:59,0,Great bakery!  Excellent service! Excellent prices.  Just try it!,tip
yR4FDrB2l-2vydIpfyf_KQ,cloi_zE-fpv6p9B5zvxwJA,2018-06-12 19:06:56,0,The best Tijuana flats ever. Service is spectacular. Definitely coming back!,tip
cWJUdC80jRTPH2ZzGdVFKQ,snNbJG8JYbpe8H5xsHjn_Q,2013-06-05 17:48:11,0,do not trust these crooks,tip
st-HcTLPF3hR6TXATb9DqQ,GtWSpGm3-si4ejOJu07dHg,2014-03-04 02:21:24,0,Do call ahead seating,tip
Xb_fWQm_B4w0W4UW2qST2Q,jthFlNFReZpGpojvab3zvQ,2012-09-08 18:45:00,0,Temporarily closed for storm damage,tip
Q4kUwPM6QzCYH5gT3EdnBg,99dN-202N0EzRqdaOA_eRQ,2015-04-27 19:58:18,0,Don't eat here -- it is below bad food- not a good experience!!,tip
ONDeCBk6FWXcr7iohegn-w,I_mCFePUG2MGuH-zuws7bA,2015-02-26 02:30:38,0,Absolutely love this place. The food and services are always great.,tip
mteJOlja359dj7XYQnKzCg,T9C1od-JorSPXwXgzSqM9Q,2011-03-20 19:06:13,0,Julie really loves Chinese food,tip
jufYpRNwn7Sx7l3AqUQP8Q,-3IOd5YntpkbK6RwT3HYtA,2012-06-20 15:52:09,0,breakfast..the doughnuts are amazing!!,tip
idCKVzdPJmXQwTDdymsgbg,Kybc9ifWDfLGUt7QObEFVQ,2015-02-23 19:58:05,0,Great service! Cute place.,tip
TR7ezcRznfr1Jif7euZZJg,0R2yKDNMUztQwgo8pG4z-Q,2012-07-14 23:04:27,0,Beer time!,tip
G-l9ihg3sRAiGTuZLDmJTQ,9oJ4iFxQGyEDoaOSALgTqw,2014-04-27 05:19:18,0,Ballrooms are great for school prom.,tip
BQtlZs4Hb4xxze8zIREklA,KzaDjVvbAB7589sdmRQD-g,2013-11-19 19:35:25,0,Low prices,tip
xWmYN57XXZbg0LOK8WbbFQ,x3pTbsABLypwEoTdwQOmSg,2018-05-29 20:21:11,0,Great lunch specials! Javier Iram martha. Josie Jessica all helpful & friendly . Great beans!,tip
FlXBpK_YZxLo27jcMdII1w,dgGuvdysSuWOv2dKqZTbVA,2019-05-21 01:12:41,0,This place is a god damn dumpster fire.,tip
NIHzA7bMSlcfqNrm0hcdPQ,XCJ8N1GrV9Gdgbyp1U05NQ,2016-06-29 22:44:11,0,Yuk,tip
z8nAgYvuhWrN7NObrAMmkQ,UEgiQRvpAeaq-QyEvm7Ysw,2016-07-14 23:22:42,0,"Awesome locally owned pizza shop. Pizza is custom made, healthy, and tastes great!",tip
Ht1OROATWNP9u_KyY_Sn3Q,Un-UDVOuv1co3TMmGaumxA,2016-05-22 20:13:02,0,"Great place to sit by the sea. Food is mediocre. 
NEEDS WIFI!",tip
qkhhxuDHG5aeqv_wuC4yqA,Hi2ADMI1_BEahkXRP4lcjg,2018-06-23 21:41:00,0,"They give us a lot of grilled , charred vegetables and we love it.",tip
4S9uOcpTMDbdjl8t8HF5bg,7CRox7xpb3vNCEe7FZ6zgA,2013-10-12 13:02:39,0,"Love this place
Great cocktails 
Homemade pimento cheese",tip
EkIIFm2zmqloYWXRHbwwqw,3QX-uEjH5BBhFiRZn1TbuA,2017-02-04 05:25:18,0,This upstairs bartender is pouring the drinks STRONG!,tip
jZI6ZsisMlshTnNhYzmZFg,JjmmSW_QQh2Db4fuIEMATA,2013-06-17 17:48:19,0,Delicious pizza and salad! We had the marinara pizza and a caesar salad. Best pizza in SB!!!,tip
76nUWitfnhqfpCZvdy7Wfg,EbmndUffLAYfJBsO2iu8cQ,2014-11-11 05:27:33,0,Terrible Music...Horrible customer service.,tip
DUO42hDRD6kghTm3cdlvBQ,ii8dw3vTRecmP_iOiaP0Hg,2015-03-18 01:35:43,0,First time and it was absolutely delicious. Generous portions and so very tasty!,tip
CfX4sTIFFNaRchNswqhVfg,JO76ifyAiBiRPNx_3S0jNQ,2014-09-24 02:10:46,0,Dollar taco night is now worth it you have to wait an hour before you can get your food. Another lost leader.,tip
4iRGLZ0pbCgI9zUefSlOiA,kMfWeZIv6g5J1VoBZ_ip4g,2016-06-23 13:37:16,0,"Great daily specials before 11am. 2 eggs (3rd free if you want it), home fries, scrapple and toast with coffee with coffee for $5.25!",tip
ctw84R9GymvD941289aPUw,8ueey6KW9crymWsjjFLr8w,2013-09-16 20:14:31,0,Great pizza and good prices,tip
76yLtg2naTk_9RDUvrvjJw,WdW_rka38TeVxhh2F3nBew,2017-12-17 19:08:02,0,Bartender very unfriendly,tip
M1Y8j84gpN7QrnQVphNwcw,QaOTMn7BVBx3xXrjRlVnCw,2011-04-19 22:57:43,0,Game on.,tip
iUtXel4T_Z-ozOi0IY0aEg,xzAZzaKaNZ2vA-DwYfSC4w,2017-08-19 04:13:41,0,Took way to long to get a drink.,tip
RkmOFFHv1vharP_8ARd-Qg,RQAF6a0akMiot5lZZnMNNw,2018-03-15 23:44:17,0,Despite the long lines it's my one and only cheesesteak spot!,tip
HrJTQ8b5rEA3vF77rfAxFg,-fJPJP7iOd1ukDNqTSINIg,2019-06-11 14:48:08,0,"I got the crawfish etoufee omelette (special). It's like a seafood stew. This is more what I'm used to. Some places make a fancy creole crawfish sauce with puréed crawfish and cream, very meaty, but I prefer this crawfish etoufee omelette. I think I can taste the crawfish better.",tip
AHRrG3T1gJpHvtpZ-K0G_g,ipZ7neK1bjBAUrCqyCvB_Q,2013-02-20 15:01:30,0,"Sample the cheese before buying, if you wish.",tip
Q0P-3ef8RsveHuEXLCL1IQ,Kav5nlReVbPgQf7IfC5oLA,2012-12-05 22:55:35,0,Amazing whiskey burger.,tip
tYJkDdqOS2XCexBsh0otRQ,V7Sz11o1G5t-tjFXCkfZjw,2013-09-19 08:33:01,0,Get your shit together!,tip
TGEY6VchAS4lRGr8Ax3ioA,VeIrgRMOK_0ZToziUd2kUA,2013-10-25 03:15:21,0,2 words: Franceschi House,tip
Sos59bCqRG8sTypgDABfLA,muCcZUa3QVbPx5dcEZg5MQ,2011-11-23 00:13:43,0,Great savings when u use your Thorntons card.,tip
HYezVYcxN50_AQO2mgzI5A,rmHgqdVkLsGN2byesWRo0w,2017-11-04 20:12:12,0,Reported to be replaced by new owners with new name to business.,tip
RkMYv2VC8fTtekd2sl1KHA,9dGzGbNKLMP0_wOqI5GffQ,2014-02-23 19:53:53,0,Authentic delicious well seasoned food!,tip
RafpiQ0Wr8JVodI6_K_DRA,3iurzfBCPPA_T5ErfhdjTw,2021-06-08 15:44:59,0,Wont go back. Ever.,tip
KGLvCZ74fK_EBWHNUI0bWg,Sp-2atjgonSae3CAlsoCcQ,2016-07-12 21:49:03,0,Dusk till dawn,tip
z1N1NgblXq1pJiq-_iiOKQ,QUxFneps0qX5S8XpEUnazg,2011-05-05 23:01:03,0,No idea why locals love this place; HORRIFIC.,tip
MRjjLHJiDhFwvFFsTQFgXw,Pcyx4NFLTKRF5bdynKI9Pg,2016-06-22 15:07:16,0,Great food and employees!,tip
JOrDiXIgpb0sjtd7Cr3CdA,c8rjE6NcfeyzLB_aU1GdMA,2013-03-22 17:11:36,0,Sam Adams summer ale. Getting summer started!!!!,tip
Rh9rsw9SFSsli7fTrHg0kw,mFdcvwmYS-m1eHIonnTQyQ,2010-11-12 01:27:07,0,Pretty busy for a Thursday night. Duck empanadas!!!,tip
iipaDtoA1zHFkbAF3Gn5Rg,fLk_N8vU25DNZmbU-70gkw,2016-02-24 21:45:26,0,Nice patio,tip
WHuuz1Xm8zkrUl8fAd31Eg,Gku9f-9PKkYqLhPGgD1WGA,2019-11-26 03:25:43,0,"Monday's they have a Hamburger special. Any burger on the menu is $7.99 and the fries are endless!!! Also each month they have $1 drink specials...not cheating, these drinks are strong!! This month it is Vodka cran-lemonade (10 Oz)",tip
8zGqOQYO6HlFXHNCAYDrtw,uYMVRPYEqpmVXWN2xOs5KQ,2019-02-28 00:55:16,0,Over crowed and horrible service,tip
ikaBIGV31VZd1ipFBALORw,iEZLW_n-dsDaHJ1GMoDe_A,2015-05-13 02:58:48,0,"Been here a few times. Great food, lots to choose from and taste great!!",tip
jLMFA7sRxnnmfCuL-8L0MA,SZU9c8V2GuREDN5KgyHFJw,2010-12-05 20:35:03,0,Trying the rock crab!,tip
qQWO6K71n5KmS50YN-DLSw,zxhnAX3MP-DbZF_yG5Jyvw,2014-07-01 22:33:47,0,The ground beef nachos are awesome! Seasoned so good!,tip
001zZJO-P1LgqnAswGlK9A,ft6I8fOrKQtVdM_trVXk8A,2011-11-08 13:47:11,0,Delicious rolls! You can see they opened ASAP give them a chance! I wish them all the luck!,tip
nUcbX0BFFF3ZboUTC4f8PQ,mVH_1mDS53jCWsvww4IX6w,2015-10-23 19:47:40,0,"This was so delicious. Mom and pop, good food, good coffee.",tip
27_1pIbcOt8LS7gYbruMMQ,kxxexMsFL4xJLIafhXXFlw,2011-09-05 18:53:56,0,Eggs Benedict!! Yummy!!!,tip
z5JZMH_CBu2XFDi1La0ERg,RQWQ7FbKYpmirpi6OyIHcg,2011-01-28 02:19:21,0,best record store i've been to in quite sometime!,tip
A1wbOetCB-E6Om4WuLJS4Q,bSgnLV5MkJycHpv6l5cnNA,2013-07-03 23:12:38,0,Smoothie,tip
wc6shzqAuV0pmczk9sPYaA,kczxjw-xnN-Yg4XU2ELvHg,2011-07-08 23:58:48,0,Comics on the front table are just $1,tip
O-goMVLTkgUC986PFnMCWQ,3RJbZk_yDY7D62Xt9t88IA,2016-12-09 02:55:44,0,The food was great and the serving sizes were big. Definitely worth the money!,tip
7sHFLUWIKedF7_AUVul-Uw,6VQ1UhrwqRPkO1Bt4bbxlg,2016-02-28 00:23:28,0,Eat. Energize.,tip
Cs6mC9kO8LvpJSUoedrFlA,nwVZnjRDhUrFo1kGahLIZQ,2015-06-27 00:50:29,0,Great service.,tip
-doYBxcOjqWkUcPjc29otg,NKttgdF-YJn8TPUry_IqMg,2019-11-05 23:05:15,0,My favorite bank on the West Bank,tip
br3PidqAbd9uAD8fTueTtA,jL251AHFcygyUEfAAF3h2Q,2014-07-14 20:32:22,0,They are adding a juice bar. Right now they have some prepared ones in the cold case but will soon make custom blends to-order.,tip
0N94jayTXpIx0qRwKXov1Q,zJmp_J8SUNosLxk6borpFg,2015-03-15 18:39:36,0,Got the taco sampler platter soooooo good,tip
hRWYO7jcmFDCWDrfPyG0kA,HpZg0rUO1ne7Uz3UhpdS4Q,2012-06-11 22:03:22,0,"oh i love this bakery so much! everything is fresh and delish! the cakes & pastries are heavenly,the breads are tasty...a little bit on the pricey side but its all worth it!",tip
QIHkURptq66m2d9NB0GLaQ,amM_bZbgZjoxXc2SVNQskQ,2021-05-16 19:22:53,0,So yummy!!! Great new sandwich shop in Reno!!!,tip
CqQEtaHtXGY-sFu6hGuEBA,OOVV2JjUjkZUlsEh7q5DCQ,2012-04-05 20:53:58,0,In bloom.,tip
Anx6fA6jHXmLS7oaUFXJcw,PsHzOS-Jao5CpRl5LKfvIg,2012-03-01 17:56:07,0,Top of the line mtn bike rentals,tip
UHgbOVWj4xHAMzmB6qiFbg,2N97axWHko3rzyzOGCxxBA,2014-09-01 17:32:10,0,Great atmosphere,tip
_zeiBNtH-8o5H7F9HnUA4g,KnINy50lEEU1GIVC3nPF8Q,2012-04-01 02:31:28,0,Order Fries well done,tip
