review_id,business_id,user_id,stars,date,text,kind
w775xujjD-H--fGbSUX9zA,kA82NPdwYw6LvMRuBuXRjQ,BwA9y8GVf-Z3t4R6W6MxXQ,5.0,2017-05-27 20:03:35,"Love this place! When my husband and I came back from our Hawaii trip, I was sad because I knew the shave ice here wouldn't be the same as Matsumoto's. To my surprise I saw that this place open up a few days after our trip and couldn't wait to give it a try. It definitely is comparable to Matsumoto's and I'm happy that it is really close to our home. There's so many yummy flavors to choose from. You can even add ice cream with your shave ice and top it with other add-ons. Great price for huge servings.",review
BaQGYfmVS6PBHwplNPpUgQ,JjmmSW_QQh2Db4fuIEMATA,pizAMHFcPjAkPeiDrtpvcQ,5.0,2014-03-17 19:27:51,yummy times 10! no doubt some of the best ingredients. really fast and inexpensive. large size pizza for $7 can't be beat and with quality. the gelato looked good but I didn't try. next time,review
3hZlrPpkl8MTKGaqPVu9DA,CTLnaL6IYK11qbv-zsSk1w,hKAelF9K5XSL9bjQO7PpIw,3.0,2014-04-16 15:25:11,"This location is just okay. I'm not certain if they just don't have enough traffic but the doughnuts I've gotten there over the years don't seem to be as fresh as other Krispy Kremes. I'm not a big fan, but my kid loves them. (Lamar's in the KC area are the best in  my humble opinion.)",review
EYV7TskAXKDLnSZe09dZBQ,CS_GzUYlEPa6QHTRY224wQ,NorDe24AvFKjODj6YL5w3g,4.0,2015-10-06 02:08:42,"I wish we had a Longhorn in North Texas.  We were in the mood for Seafood, but couldn't find anything more appealing than Red Lobster so we changed it to steak.  Salads were fresh, steaks were Hot and cooked exactly to order.  Nice meal at a chain steakhouse.",review
fENUCrMMoCd9eePGBTdsZg,5Z71LWiFuQR-0xcdS8fmMg,svRPGdPeoKjC1mJ3_lMKnQ,5.0,2015-10-18 05:06:00,"I love this little cafe because they offer almond, soy, coconut and cows milk as options for hot and cold drinks!!! Personally I have never had a cup of coffee in my life but the iced chai latte's are really good. This is a great place to sit by the windows and people watch or read or chill with friends. 124th street has so many great places to shop and meet friends for dinner you can't lose by stopping here for a latte. 

The best part about the Barking Buffalo is that you can shop for handmade designer clothing for men and women and kids at the same time. So many times I have wiped my xmas list clean by one visit. I would rather shop local and shop small than give my money to the mall or to starbucks... it really makes a difference in the lives of small business owners and artists.",review
jclpwlySPKzFxGyG1xdTvg,ro3Rbsf4LwGepNb4i1779A,DVxX4w-gw0jocSh7PN7Liw,1.0,2011-05-27 01:54:22,Sub Standard store for Non Veg.  I have purchased mutton from this store. I can say Its cheating. This consists of left over bones with little flesh on it  after taking the meat for kheema. 1/4 of the pack is Fat ie the white substance and the rest is bones with little flesh on them. Mutton is hard it took me two hours to coock on a pressure coocker.  Very frustrating.,review
x4KozgZA1i97CM4lSd7RZg,Z2NfYzpq1mzslSn0dTi1mA,egoo52jqz_d471EFC06Xsw,1.0,2018-03-19 22:25:36,"I was looking to buy a car today or tomorrow, cash in hand ready to go. So I see a car on their site and inquire about it through chat, ask a couple of questions and didn't think I would be able to see it today so I said maybe tomorrow and thanked them. The lady on the chat advised I come in soon as its about to be sold at auction.

I found out later I could stop by and notified them through the chat. This time I asked about warranties and the like and was given a bunch of misinformation. So again I thanked them, logged off the chat and then called Kia customer service and they gave me accurate information.

Once again I contacted them on chat to discuss the misinformation they spewed at me and to verify everything before I make the long drive up there. I wanted to be sure of it all because I planned on buying it tonight. In the middle of me asking for an explanation of the services and warranties offered by the dealership. The person in the chat goes, I'm sorry I just got a call from the dealership......Yes you heard right a sales agent from the dealership, just got a call from the sales department of the dealership to let he know the car was sold...Sure

Long story short, if you inquire about a car, don't ask too many questions, don't call them out on their bs, and don't ask if the price is negotiable, or the call might be randomly ""sold"". They might even keep the car ads/ \pictures up on their and other sites as well.",review
89nWP6yPMud6QpvgNm6vfA,5pb_nvK8UmzaXOnVNF6E_Q,s78xZnmI34NlUT0S3AYQBw,4.0,2018-02-04 00:31:16,"From the moment we entered the for today my daughter and I were greeted and welcomed in to have a spectacular experience.
Immediately after the warm welcome we got the rundown on how it all works, the options available and the icing on the cake was finding out that there were gluten-free options available for my wife.
The shop was cozy and had a very positive gone going on.
I definitely recommend checking them out and look forward to trying many more options.
I got the Jersey Devil. Delicious!",review
qQF6YHeNNZU28yO0fLmvYg,RfLSeu3dhXQjm72R_xEq1w,TkyQfz6kfJLBQJ3hk6jnyA,4.0,2015-05-23 00:29:32,Started off with a few craft beers while we looked at the menu. I went straight for the Cuban sandwich as I am trying to find a replacement for LaTropicanas excellent sandwich. This is a great choice. We also tried the Dirty Chick which was delicious. The wait staff is friendly and fast. We will definitely be back.,review
fVi187_9HD3auYBNPjNwzA,AOGFntN8SHBmRNYV6AhqgQ,ijPPaYRqzhlc7Cl_cmvhPQ,5.0,2016-02-17 14:34:42,"I was going to be in town for just a few days staying at a nearby hotel, and due to severe food allergies emailed to ask if this store by chance had rice milk and fresh fruit. They had fruit (and many other healthy, delicious, and interesting foods) but didn't normally carry rice milk, so the manager Jessica special ordered it and had it waiting for me the days I was there! How many stores will do that these days? This is a wonderful downtown grocery store and is a great place to drop in and pick up a few nutritious foods for local dwellers and travelers alike, but I am especially grateful that they helped me out and were so friendly! Highly recommended.",review
OC50CyesxU3M0ejPIwLglQ,BcVTS2DTgOIGrLDC055KtQ,3XnvjQY2DoRUePVZTuicpw,5.0,2020-07-07 20:19:39,Looking for a hard-working professional crew and knows how to keep their cool even under the most intense pressure. I'd recommend them to anyone!,review
hjOK5ZDzoPLQCaK065sg9w,T-t35_fglkeb57c7YRvCww,JI6T6niNLWzks55uON1QDg,5.0,2015-01-17 18:50:25,"I love this selection of flavors this place has. I've been here a few times now and it is consistently good! There are mini talking did you use 2 hopefully satisfy your sweet tooth. 

It is very clean, and the service is always friendly. The price isn't bad if you don't go overboard. I made that mistake the first few times I came, and couldn't finish what I had dished out.

Overall, I love this place it is in an interesting part of town , which I love to walk around after fulfilling my sugar destiny.",review
QxOA3Xm6P40KPGoyVLtbxg,hEb0f7wRZBUhX5f4CWEukg,OBF50GAisbeAwmibAo7Plg,3.0,2016-03-04 16:42:25,"Great place to grab delicious bar food. The service was a little slow, but the food was worth the wait. They have the best pork tenderloin sandwich!",review
amiK-tTttBFw8LxrKoHgww,h4HPMMoDcvxlD1xNuVPC6A,mogmcW6CHFItiVlBuu7VGQ,5.0,2020-08-28 00:54:08,Great food and even better margs. Picking up curbside was easy and staff was friendly.,review
v0Z2NUhxFxV5dVYPjNAaBw,nkzhe-nViX6e-lBdhDLbGg,JNzyAvkKRlH-pBHxsg8m0A,1.0,2017-07-14 09:49:17,"I started eating here when they opened down the street.  My oldest son worked for the business as a first job in high school. I have had better experiences with the food than my recent visit yesterday. The food tasted bland and was dry. Now take note, we were there at 5:30, so it wasn't at the end of a long day, this was the dinner rush. My two daughters barely finished a leg which was confirmation for me. The other note, the owner. He needs a break. The restaurant needs a break from him. He is getting worse with time. Last night as he was taking my order, I swear he looks like he hasn't changed his clothes all week. Ok, so he's a working owner, I get that, but it was to the point of disgusting. Secondly, his attitude SUCKS!!!  During our encounter, he made no eye contact, seemed bothered by my order, and at one point I asked him if everything was ok?  At the end, when he handed my receipt I asked him ""thank you?""  As he hadn't offered me the common courtesy. 
It will be a while before I consider trying them.",review
ClABV1II8wsFrhmfm6qdog,y-g8sgT7WkN16BBe9Vj41g,GmHD9a96WvKrJCV9warQBw,5.0,2019-09-25 01:06:27,"Great atmosphere, and location love the fact this restaurant is sort of a old garage which is its greatest charm cause garage door it serves as the window. The food was great, well seasoned and was very delicious. My server was great but there were only two of them so we waited a lot longer than expected. Overall great food.",review
k2Kn-Axbf9y6LFS8S2TIIQ,QGVastMVm6Reyt_2f4wE2Q,NVkFIarhxkIbk67PNcYkSw,1.0,2017-01-02 15:02:01,Staff was very unfriendly and most of their yogurt machines did not work. Can get better yogurt from the gas station!,review
4liKC1FRnevwatdJpv1Bqw,YGdLTubcDfTdhQhyLL8LFQ,UV83TBmzh85e8cwUEgPe9Q,5.0,2018-12-26 22:36:08,This place is probably the best holiday location in Florida! The manager was very friendly he gave me an upgraded room for no extra charge. The pool was great. The beach is walking distance. The rim was very large and very very clean. This is a resort not a hotel. I would stay all week here if I didn't have a house booked. I will definitely come back,review
qupgnSGlWU_xQqLYxuMdzA,NynM3SwsOMFJryABCKuOlg,TWvHLWHqDNe0A0XLZhny4A,1.0,2012-07-11 15:20:18,"Not impressed. The food is decent, not so great. You get some value for money only by ordering buffet. We ordered two vegetables and both had same gravy... Not good.",review
XMV1L5NNButqMCxmWCFOkg,L7r4uOZT58z1Vv-rGlSZBg,qOdc6kxMUFmiFS_63gdnhg,2.0,2014-12-21 17:29:46,"I showed up on a Sunday morning. The menu and options are amazing but the store execution is poor. 

First if they are not serving nitro ice cream for the winter then they should take it off the menu.  

Second they have really great espresso equipment but did not have a barista working that could use it properly....steaming the milk for a latte is a skill and I heard glub glub instead of tearing paper....the resultant latte taste confirmed what I heard.   Suggestion...take a barista class. 

The interior design was great and props to whoever did it...but it is not being maintained and is dirty.  Blue painters tape holding the bar together...really?  

The ranchero omelet was amazing.  Loved it!!!

Anyway great business model but execution and maintenance was poor.",review
bhbBWNjGR14OBtpE8NHtwQ,-rVeTFLcXZkE7HlaNXwFxA,6c-ZRtnXmAGXdthCZjrhIw,4.0,2016-09-13 18:08:48,"I gave Home Hero 4 stars instead of 5 because they did not come out and estimate the cost of the job. They gave the estimate from photos I took with my IPhone. So they mistakenly estimated the job for the wrong room. However, I would give Randall, the handyman who fixed my exhaust fan in my laundry room (not the bathroom) 5 stars. He took a job that was difficult and with patience and smarts, came up with a perfect solution. I would hire him for any job  in my home. I have already told 2 of my friends in the building. Thank you Randall for a great job! Diane C",review
oEU1VsT0bLDi--_spB8tkA,9TvKg94l4PA2xuViDlvOuA,Dq4n1P1FljOeJFw9evXQxg,5.0,2019-10-20 04:07:33,Every single time I eat here I always want more. The meat just falls apart and the flavor is all there. For convenient barbecue it truly hits the spot.,review
-rAaWnxU4DHWgdREK6Ybag,gebiRewfieSdtt17PTW6Zg,8tCVQKlVe8GR-FCnCrlV2g,4.0,2015-02-17 19:57:27,"The sushi was pretty good, but just not the best that I've ever had. However, the food cooked on the hibachi grill was amazing. Our chef put on a great show, was very humorous, and made sure to engage us in the experience. If you want a dinner and a show, this would be a great option. Great food and a great staff.",review
qf5-Qxde8e9HIzpss2BfBA,7CqEOhKpZQI-HOfK6MYgJQ,2cXcFYNUxoHwClkcrYqU1Q,5.0,2016-01-07 00:50:58,"I find myself wishing there were Hubbard and Cravens all over the city! There are days I go out of my way to get a drink from them, and it's always worth it! They have tons of seating and tables so it's the perfect place to get work done or meet with a friend. 

I've had food from there once, it was a breakfast sandwich and it was pretty good. Mine had a lot of sauce on it though. I'm it sure if make anything in house or not. But I would eat a snack from there again! 

In my picture I have the ""Passion & Desire"" tea. I am normally a latte girl (I've loved ALL the lattes I've gotten from here! They keep me coming back! Full of flavor!)  Anyways, back to the tea, ha! Sadly it was just okay, it was a green tea but didn't have a ton of flavor. The flavor I did taste was a little fruity. I think if It were served over ice I would have enjoyed it more, I'm not sure if that's event a thing for this kind of tea ha!

Overall, it's one of my go to spots in Indy when I am meeting with friends, working on something, or if I just want to get out of the house. Check it out, i highly recommend a latte.",review
gB-c9yTcsRd36ZEH8FzFHA,5p4p5DknrjuxIUDokYZE9w,w_VECoJjsfGUlUFFPjq9Rg,5.0,2020-10-19 01:26:29,"Highly recommend. My party and I came in around 5 and where seated relatively fast. It was very busy but they distanced us fantastically. Our server Morgan went above and beyond with her service, recommending her favorite dishes and helping us decide what to add to our dishes. I will definitely be coming back and requesting her section when ever I am visiting.",review
RgLZscvacP7ijQ4W3jpl6g,UFCN0bYdHroPKu6KV5CJqg,EsjlKrt-VbaeZzBBdnd3MQ,5.0,2020-08-11 17:06:58,"Always delicious and on the rare occasion it isn't, they go out of their way to make it right. Food is downhome country good - and the biscuits and jam are amazing! Good food for everyone. If you don't like slightly (or moreso) spicy stuff, try the sloppy joe! YUM.

PS Darn good Old Fashioned!",review
lnw0SzDMw-oq8jB_DoABUA,pWzrmh1oiU9ngWXGHKnnwQ,SC28VXF_U9i06HV1ChyXag,2.0,2014-04-16 14:36:11,"Went there for lunch with a friend.  They were not busy.  My friend ordered a turkey platter.  The waitress forgot the cranberry sauce, but we couldn't get her attention and gave up trying.  I had water, but was charged for a soda.  Mindless service.  The food was mediocre.  Will never return to that place.",review
orbFv35HoOA2WA-2rtygvA,U_U6C9AF7xmQijTTUFRzkQ,MhsSr7HNxRAdOVYKzPgaNg,5.0,2017-04-21 13:43:00,"Came here for a quick breakfast before our paddle board tour. Awesome bacon Bloody Mary, food portions were good sized and decently priced. Service was excellent (thanks Shane!), and quick walk right across the street to the sugar sands of Clearwater Beach!",review
U5zmbbRVa7gadfewLVqr7g,d7BUKzTsLDlsRHjmKeu22w,k9QzkvphoscAXh-hQ23wng,2.0,2014-04-02 18:57:41,"After nearly 3 months of numerous phone calls and e-mails we finally recieved all missing items that were promised at the time of sale.

-------------------------------------------------------------------------------------------------------
Special Note: I was told on the phone by the salesman when we called, yet again asking what was going on with all the missing parts that were part of the sale, that the car goes through a multi-point inspection before it's put out for sale.

There were so many things wrong (see list below) with this car that were COVERED 100% UNDER WARRANTY when my daughter drove it home that it's my opinion that it never went through these inspections before being put onto the lot.

Spare key didn't work - Fiat's require special keys that have to be programmed

A giant bubble on the paint between the windshield and the sunroof

Passenger seat was broken and wouldn't fold up to allow a passenger in the back

Trunk pull was missing - this was a big problem since my daughter is very tiny and couldn't reach it to close without jumping.

Shelf in the back of the car had broken brackets and the shelf itself was completely gone. (not covered because the entire shelf was missing)

NOT covered under warranty - HUGE rock chip on the windshiled in direct vision of the driver. There's NO WAY this would pass an inspection. We paid to have this fixed ourselves.
-------------------------------------------------------------------------------------------------------

Since she had driven over 2 hours each way to buy the car at this dealership it was extremely disheartening to have to beg for things to be made right, because it wasn't a close jot back to the dealership, and it took a post on Yelp and an e-mail to the president to bring any type of reconciliation to it.

WE ourselves brought the car to a Fiat dealership to have all the warranty covered issues taken care of. An hour drive each way.

I would suggest to anyone wanting to purchase a vehicle here to inspect it very closely. You may not be as lucky as we were to have so many of the things wrong still be under warranty.",review
p6r6HmVYkZXIKjQ9QvZ50Q,tTYsCPmgZY3YfVYMLOl5QQ,s5fTDTs2TK3Dm0cmcOLDvA,5.0,2017-09-03 15:00:58,"I am excited to say we have  a little gem in Warrington. 

 Hot Black Tea and fresh crispy wontons  delivered to our table as soon as we sat down!! Something that we love especially on a chilly rainy night.

Delicious  Wonton Egg Drop soup!! 
The lunch specials look amazing. I will check it out next weekend 

Great sushi !  We had the Warrington Roll,  Angry Dragon Roll and Volano Roll. Love them all. We will be back to try the others so many to choose.. 

Our server Michael was very nice and we enjoyed our conversation with him.. 

The owner/chef came out to say hello when we were leaving. Very NICE.

I see two negative posts on here??  I am wondering why. Maybe other businesses nearby are a little nervous.  They should be..",review
BVp1m9Wx1v7bQJfYSLem5w,9OCsSHr6OCSyR91BFIbszQ,Lq5ZlhRTtyjmvGOTo7o5RA,4.0,2020-03-13 04:21:29,Yummy food And I would definitely go back next time hubby and I make our way back to New Orleans.,review
KYH2aPiI9knXXtI3ODMlzg,tbnajfmD2VlxDQ2RmaC7yQ,uf8d5WNkeHYEi4YEmm5jXg,5.0,2019-05-20 19:07:55,"Had the Tikka masala with lamb meatballs and the taste was just lighter than we're used to. I've been to the Choolaah in Cleveland and Pittsburgh multiple times and it didn't taste the same. It wasn't as rich as I'm used to.

Update!

I have a been meaning to re-write this review so here goes. We went back with a couple of friends to try it out again and I don't know what they did, but the magic was back. Even tried their salmon and it was awesome. Way to go guys!",review
3aXahaViMn3cA6W0DXYX6A,fApb6LKfOdy5u7MP0hsHKg,4Rw9xNjMWupPcJDeQFdpYg,2.0,2010-07-13 22:50:01,"I have to admit, I'm a bit put off by the four stars this place got. It was fine, nothing wrong with it really, but also fully in the ""Meh"" category in my book. Parking is a nightmare, and the speaker shop next door didn't help much, with the cars in the lot testing out their new speakers, blasting the bass so loudly the plates were moving across the table. Then there's the weird booth smell, and yes I'm complained about this before at other places, but seriously, who wants a weird chemical smell assaulting their noses the second they sit down? I wouldn't go back, especially with so many other sushi places to try. Started with Miso and edamame. Too much salt on the edamame, and the miso tasted like it was made from a powdered mix, which is sacrilege in my book. I can make better miso soup from scratch in my sleep. And I'm a white chick that can barely cook. The sushi was fine, I mean I freaking love sushi and even poorly executed sushi is tasty to me, I'm not a sushi snob, but the rice was pretty tough and kind of chewy, and that's another key.  If you can't get your rice right at a sushi place, you might as well close up shop. The rolls were big, yes, but kind of random and messy. Got a variety of rolls, including a caterpillar and a Hawaiian. The eel sauce was really thick on those two for some reason, and seemed to congeal on the plate, so that when I tried to pull a piece of sushi across the sauce, it had the consistency of elmer's glue. ew. I mean whatever, if you want to drop some sake bombs and fill your belly, while enjoying some sweet bass thumps rocking your booth, this spot is a treat. All I know is throughout the dinner my friend and I were looking at each other with our eyebrows up the whole time, as in ""WTF"", and the jank factor was pretty high.",review
4DcarA4ysJhtZG0ImUhSsw,ezNrH18XtojryQvdf6_H9Q,kR5p8iCMlGm-ld-uq0FrwQ,5.0,2017-03-04 22:56:41,Sharrott Winery was our savior. Valenzano Winery has completed screwed over a 15 girl bachelorette party and Sharrott was more than happy to accommodate. Natalie was an absolute sweetheart and we couldn't have been happier with the change of plans. Cheers!!,review
QomhYisqvrakt2zvWNkEdA,iQ3DcP5RuQdKrKphx-r0aw,XA4fHAGFrEFnt9TDxuUQcQ,5.0,2018-06-01 19:18:36,"This place never disappoints. Juicy think burgers, stuffed burgers, lamb burgers, if your craving a burger this is the place to go. The locals rave about this place constantly. They do take call ahead orders if you just want to enjoy it at home. Either way, you will be glad you went.",review
T-FEQ70DkaZq7x0-DS_OKA,luOnXyYlRJUIPEC4PnaO9w,M2h6hh-7F8O5DaVbGF-HzQ,5.0,2012-03-07 21:30:04,"I don't know what others are talking about when they say they weren't pleased with their experience.  I had lunch here today, and it was fabulous!  I had the half rotisserie chicken, greens, and slaw.  Everything was awesome!  The chicken was tender and juicy with a yummy crunchy skin.  You could even see the real herbs used to season it.  I am suprised that no one has commented on the fact that Stone House is a gluten free friendly restaurant.  Even their cornbread is gluten free!  Since they make all thier sides home made, there is no risk of additives and crap that you get when going to a ""chain"".  The service was great, and they were more than happy to answer any of my questions about ingredients.  In fact, pretty much everything except the sandwiches and mac-n-cheese is gluten free.  My new favorite BBQ place!",review
hpEXuxFtcAyCcwQLq2GkEw,AFe9CAVwXMQe1LssZ-jJmQ,5FSBYzv_fErCQ0xnEuzYYw,5.0,2019-03-07 15:43:57,"I got the portabella eggplant panini.Delicious,especially during this lenten season
Garlic rolls and sauce.YUM
Gatorade
Love this place.My new go to",review
u-SgcthgKfq9lUeMWfgLDQ,Y7DzF0ZfAIuXbLM4KcOExw,RQWQTxfhGGJ7bGgJ1EnExQ,4.0,2014-04-23 15:36:41,"We were craving some southwestern egg rolls so after a quick shopping stop at Tyrone Mall, my son and I stopped in here for dinner. I got kind of lost finding the restaurant, it's located down a winding road off the main road (I thought I took a wrong turn but nope! Just keep driving down and you'll see it!)

Greeted and seated quickly. Manager on duty was very nice and attentive. Our server was friendly enough. Not the friendliest, but she seemed busy so eh, whatever. My son ordered a kid meal and I ordered the mango-chile tilapia. It came with some rice and broccoli. Ok flavors to the fish, kinda sweet and spicy but I wasn't like ""MMMM this is sooo good!"" I would not order again. The southwestern egg rolls and molten chocolate cake always taste the same no matter what Chili's you go to lol.

This Chili's location has those self order and self pay touchscreens at the tables. You can reorder drinks, food, and pay your bill at the table without waiting for a server. I ordered dessert from it and paid our bill through it.

Overall, a good Chili's experience.",review
r9GpKkbYNYkCkpXperAPYQ,33XoAmh6TH77AqQr8NRMhQ,W625SoCsKsZyiws3GR1MTg,5.0,2011-07-13 22:55:23,"Awesome.

We've been customers of this store for most of their 20+ years. I have some lovely pieces in the living room that came over from England in various shipments... sadly, they don't do that anymore (seems the dollar is down and shipping costs are up)

Still: Lots of good older wood pieces, stained glass panels and various chairs and even some jewelry.

Prices are affordable and they buy good pieces readily.",review
BzvJ4qBwAWD2JDdDCEJHuQ,L28qUUn3Hr3nHo61DZFrMQ,6W_sJUbua-ihSLW5x8EzXg,5.0,2017-03-18 22:33:02,This place is amazing! Did the Office first and then our group was addicted! Just finished the medieval room today. Got out with 6 minutes to spare and only 1 1/2 clues. Definitely recommend this place! Cristian was an awesome host!,review
KYMFk_jIiAmFcfGRpIIHlg,_ab50qdWOk0DdB6XOrBitw,QfY4SMbEQigGJZt7kRfJ_Q,5.0,2018-06-02 16:59:57,I ordered thw BOOM BOOM shrimp... it was just the right size for a first quick eats to start our vaca.  Husband got the chargrilled oysters and he enjoyed them as well.,review
XvYOHHV0bSwdBwnH0_zoug,YNl2JK7qqYyHqKc4bbKivg,xzBVo-y53d__g-FnYlN7kQ,5.0,2014-12-03 20:02:29,"This place is delicious. It's a cute little cart, relatively inconspicuous compared to the nearby Cheese E Wagon. The guy there, Zbigniew, takes his time- they don't take too long, but they take a few minutes. It's absolutely worth it, though. I had a breakfast crepe (at 2pm) and it was fantastic. I'm definitely coming back. Love this place.",review
